Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Variant Grams,Status
mc-9995372,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76466/set-kanapes-polythrona-relax-fb91073601--2.jpg,3,СЕТ ДИВАН-ФОТЬОЙЛ RELAX SYNTHIA БЕЖОВ ПЛАТ-ЕЛ.РЕКЛАЙНЕР [R] - снимка 3,,,,,,
mc-9995372,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76466/set-kanapes-polythrona-relax-fb91073601--3.jpg,4,СЕТ ДИВАН-ФОТЬОЙЛ RELAX SYNTHIA БЕЖОВ ПЛАТ-ЕЛ.РЕКЛАЙНЕР [R] - снимка 4,,,,,,
mc-9995372,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76466/set-kanapes-polythrona-relax-fb91073601--4.jpg,5,СЕТ ДИВАН-ФОТЬОЙЛ RELAX SYNTHIA БЕЖОВ ПЛАТ-ЕЛ.РЕКЛАЙНЕР [R] - снимка 5,,,,,,
mc-0603343,Диван легло лява ъглова KANSO сив плат 244x188x80 см,"<p><strong>Канапе-легло с лява ъглова част KANSO с сива текстилна тапицерия</strong></p><p>Ъгловото канапе-легло KANSO с лява ъглова част е съвременен и елегантен избор за дневната, съчетаващ комфорт и изчистена естетика. Тапицерията от сива текстилна материя придава неутрален характер, който лесно се адаптира към всякакъв интериор, а много ниските крачета подчертават модерната, минималистична линия на канапето.</p><p>KANSO е проектиран за ежедневна употреба, с правилни пропорции, които осигуряват удобна седалка и отпускаща поза на тялото. Лявата ъглова част го прави идеален за интелигентно използване на пространството, както в малки, така и в по-големи дневни.</p><p>________________________________________</p><p><strong>Характеристики на продукта</strong></p><ul><li><strong>Ъглово канапе с лява ъглова част:</strong> </li><li><strong>Тапицерия:</strong> издръжлива сива текстилна материя</li><li><strong>Крачета:</strong> много ниски за съвременна визия</li><li><strong>Седалка:</strong> удобна и ергономична</li><li><strong>Подходящо за:</strong> ежедневна употреба</li><li><strong>Функция:</strong> преобразува се в легло, което повишава практичността на канапето</li></ul><p>________________________________________</p><p><strong>Размери</strong></p><ul><li><strong>Общи размери:</strong> 244x188x80 см</li><li><strong>Височина на седалката:</strong> 42 см</li><li><strong>Дълбочина на седалката:</strong> 53 см</li><li><strong>Височина на подлакътника:</strong> 57 см</li></ul><p>________________________________________</p><p><strong>Идеален за</strong></p><ul><li><strong>Модерни и минималистични дневни</strong></li><li><strong>Семейни пространства и ежедневна релаксация</strong></li><li><strong>Комбинация с неутрални или ярки декоративни елементи</strong></li></ul><p>* Канапето се доставя разглобено в заводска опаковка</p><p>** Цветовото представяне на продукта може леко да се различава от фотографското изображение на екрана ви.</p>",Europe,,Ъглови дивани,Дивани - Ъглови дивани,FALSE,Title,Default Title,0603343,shopify,5,deny,manual,1478.70,1000.87,TRUE,TRUE,5208067216142,https://www.b2bmarkt.gr/img/prd/o/76478/kanapes-krebati-aristeri-gonia-fb9333801.jpg,1,Диван легло лява ъглова KANSO L сив плат 244x188x80см - снимка 1,FALSE,Канапе легло лява ъглова KANSO L сив плат 244x188x80,"Диван легло лява ъглова KANSO L сив плат<br />
Ъглов диван легло KANSO сив платен калъф",kg,121000,draft
mc-0603343,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76478/kanapes-krebati-aristeri-gonia-fb9333801-1.jpg,2,Диван легло лява ъглова KANSO L сив плат 244x188x80см - снимка 2,,,,,,
mc-0603343,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76478/kanapes-krebati-aristeri-gonia-fb9333801-2.jpg,3,Диван легло лява ъглова KANSO L сив плат 244x188x80см - снимка 3,,,,,,
mc-0603343,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76478/kanapes-krebati-aristeri-gonia-fb9333801-3.jpg,4,Диван легло лява ъглова KANSO L сив плат 244x188x80см - снимка 4,,,,,,
mc-0603343,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76478/kanapes-krebati-aristeri-gonia-fb9333801-4.jpg,5,Диван легло лява ъглова KANSO L сив плат 244x188x80см - снимка 5,,,,,,
mc-0603344,Диван легло лява ъглова KANSO бежов плат 244x188x80 см,"<p><strong>Канапе-легло с лява ъглова част KANSO с БЕЖОВА текстилна тапицерия</strong></p><p>Ъгловото канапе-легло KANSO с лява ъглова част е съвременен и елегантен избор за дневната, съчетаващ комфорт и изчистена естетика. Тапицерията от БЕЖОВ текстил придава неутрален характер, който лесно се адаптира към всякакъв интериор, а много ниските крака подчертават модерната, минималистична линия на канапето.</p><p>KANSO е проектиран за ежедневна употреба, с правилни пропорции, които осигуряват удобна седалка и отпускаща поза на тялото. Лявата ъглова част го прави идеален за интелигентно използване на пространството, както в малки, така и в по-големи дневни.</p><p>________________________________________</p><p><strong>Характеристики на продукта</strong></p><ul><li><strong>Ъглово канапе с лява ъглова част:</strong> </li><li><strong>Тапицерия:</strong> здрава БЕЖОВА текстилна материя</li><li><strong>Крака:</strong> много ниски за съвременна визия</li><li><strong>Седалка:</strong> удобна и ергономична</li><li><strong>Подходящо за:</strong> ежедневна употреба</li><li><strong>Функция:</strong> трансформация в легло, която повишава практичността на канапето</li></ul><p>________________________________________</p><p><strong>Размери</strong></p><ul><li><strong>Общи размери:</strong> 244x188x80В см</li><li><strong>Височина на седалката:</strong> 42 см</li><li><strong>Дълбочина на седалката:</strong> 53 см</li><li><strong>Височина на подлакътника:</strong> 57 см</li></ul><p>________________________________________</p><p><strong>Идеален за</strong></p><ul><li><strong>Модерни и минималистични дневни</strong></li><li><strong>Семейни пространства и ежедневна релаксация</strong></li><li><strong>Комбинация с неутрални или ярки декоративни елементи</strong></li></ul><p>* Канапето се доставя разглобено в заводска опаковка</p><p>** Цветовото представяне на продукта може леко да се различава от фотографското изображение на екрана ви.</p>",Europe,,Ъглови дивани,Дивани - Ъглови дивани,FALSE,Title,Default Title,0603344,shopify,5,deny,manual,1478.70,1000.87,TRUE,TRUE,5208067216081,https://www.b2bmarkt.gr/img/prd/o/76479/kanapes-krebati-aristeri-gonia-fb9333803.jpg,1,Диван легло лява ъглова KANSO L бежов плат 244x188x80см - снимка 1,FALSE,Канапе легло лява ъглова KANSO L бежов плат 244x188x80,"Ъглов диван легло KANSO L ляв ъгъл с бежова текстилна тапицерия<br />
Ъглов диван легло KANSO с бежова текстилна тапицерия",kg,121000,draft
mc-0603344,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76479/kanapes-krebati-aristeri-gonia-fb9333803-1.jpg,2,Диван легло лява ъглова KANSO L бежов плат 244x188x80см - снимка 2,,,,,,
mc-0603344,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76479/kanapes-krebati-aristeri-gonia-fb9333803-2.jpg,3,Диван легло лява ъглова KANSO L бежов плат 244x188x80см - снимка 3,,,,,,
mc-0603344,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76479/kanapes-krebati-aristeri-gonia-fb9333803-3.jpg,4,Диван легло лява ъглова KANSO L бежов плат 244x188x80см - снимка 4,,,,,,
mc-0603344,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76479/kanapes-krebati-aristeri-gonia-fb9333803-4.jpg,5,Диван легло лява ъглова KANSO L бежов плат 244x188x80см - снимка 5,,,,,,
mc-0603294,Триместен диван NORD сив плат 230x96x75 см,"<p><strong>Канапе 3-местен за вътрешна употреба NORD—СИВ</strong></p><br />
<br />
Канапето NORD е елегантен и вечен избор за съвременни дневни пространства. Изчистеният му дизайн с чисти, непрекъснати линии и много ниски крака създава усещане за комфорт и баланс в помещението. Обшивката от качествен релефен плат в сив нюанс предлага модерен вид и лесно се съчетава с различни стилове на декорация. Щедрите му размери осигуряват удобно сядане за трима души, а двата декоративни възглавници допълват идеално визията и комфорта.<br />
________________________________________<br />
Размери:<br />
230x96x75В см.<br />
Размери на седалката: 180x58-63 см.<br />
Размери на облегалката: 180x43 см.<br />
Височина на седалката: 38 см.<br />
Височина на подлакътниците: 68 см.<br />
________________________________________<br />
Поддръжка:<br />
<br />
Канапето се почиства лесно с прахосмукачка, използвайки специалната приставка за платове, за да се отстрани прахът. За малки петна се препоръчва почистване с леко влажна кърпа и мек почистващ препарат за платове. Избягвайте употребата на силни химически продукти и продължително излагане на пряка слънчева светлина, за да се запази текстурата и цветът на плата.<br />
________________________________________<br />
Какво ни харесва:<br />
<ul><li><strong>Минималистичен и вечен дизайн, който лесно се вписва във всяка дневна.</strong></li><li><strong>Качествената релефна платнена обшивка, която предлага елегантна текстура и модерен вид.</strong></li><li><strong>Щедрите размери, осигуряващи удобно сядане за трима души.</strong></li><li><strong>Двата декоративни възглавници, които завършват естетически цялостта.</strong></li></ul><br />
________________________________________<br />
<strong>Канапето NORD е модерен триместен диван за дневна с релефен плат и минималистичен дизайн. Балансираните му пропорции създават елегантно и удобно място за почивка във всяка съвременна дневна. Идеален за модерна, минималистична и съвременна декорация на дневна, той предлага стил, комфорт и вечна естетика в пространството.</strong><br />
<br />
<strong>Цветовото представяне на продукта може леко да се различава от фотографското му изображение на вашия екран.</strong>",Europe,,Ъглови дивани,Дивани - Ъглови дивани,FALSE,Title,Default Title,0603294,shopify,10,deny,manual,1247.75,908.7,TRUE,TRUE,5208067215152,https://www.b2bmarkt.gr/img/prd/o/76500/kanapes-3-thesios-fb9332101-gkri-yfasma-.jpg,1,3-местен диван NORD сив плат 230x96x75Всм - снимка 1,FALSE,Триместен диван NORD сив плат 230x96x75 см,3-местен диван NORD сив плат 230x96 - Елегантен и удобен диван за вътрешно ползване NORD—сив,kg,58000,draft
mc-0603294,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76500/kanapes-3-thesios-fb9332101-gkri-yfasma--1.jpg,2,3-местен диван NORD сив плат 230x96x75Всм - снимка 2,,,,,,
mc-0603294,,,,,,,,,,,,,,,,,,,,https://www.b2bmarkt.gr/img/prd/o/76500/kanapes-3-thesios-fb9332101-gkri-yfasma--2.jpg,3,3-местен диван NORD сив плат 230x96x75Всм - снимка 3,,,,,,
